,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,level,dormitoy_type,price_sqft,road,house_number,neighbourhood,county,city,state
18,16000397,2014-12-05,189000.0,2,1.0,1200,9850,1.0,0,0,4,7,1200,0,1921,0,98002,47.3089,-122.21,1060,5095,0.0,apartment,19.18781725888325,Pike Street Northeast,NA,NA,NA,NA,NA
19,7983200060,2015-04-24,230000.0,3,1.0,1250,9774,1.0,0,0,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,0.0,house,23.531819111929607,21st Avenue South,NA,NA,NA,NA,NA
20,6300500875,2014-05-14,385000.0,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.341,1400,4980,1.0,house,77.30923694779116,Interlake Avenue North,NA,NA,NA,NA,NA
21,2524049179,2014-08-26,2000000.0,3,2.75,3050,44867,1.0,0,4,3,9,2330,720,1968,0,98040,47.5316,-122.233,4110,20336,3.0,house,44.57619185592975,79th Avenue Southeast,NA,NA,NA,NA,NA
22,7137970340,2014-07-03,285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,0.0,house,45.23809523809524,Southeast 307th Place,NA,NA,NA,NA,NA
23,8091400200,2014-05-16,252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,0.0,apartment,26.205537695737842,Southeast 277th Place,NA,NA,NA,NA,NA
24,3814700200,2014-11-20,329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,1.0,house,50.61538461538461,Southeast 254th Court,NA,NA,NA,NA,NA
25,1202000200,2014-11-03,233000.0,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,0.0,house,49.60613157334469,I Street Southeast,NA,NA,NA,NA,NA
26,1794500383,2014-06-26,937000.0,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,3.0,house,348.19769602378295,West Boston Street,NA,NA,NA,NA,NA
27,3303700376,2014-12-01,667000.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,3.0,house,421.88488298545224,East Harrison Street,NA,NA,NA,NA,NA
28,5101402488,2014-06-24,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,1.0,house,68.65203761755485,Northeast 91st Street,NA,NA,NA,NA,NA
29,1873100390,2015-03-02,719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,3.0,house,100.23699986058831,Northeast 119th Way,NA,NA,NA,NA,NA
30,8562750320,2014-11-10,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,2.0,house,145.85427135678393,Northwest Granite Peak Lane,NA,NA,NA,NA,NA
31,2426039314,2014-12-01,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,0.0,apartment,221.34387351778656,Greenwood Avenue North,NA,NA,NA,NA,NA
32,461000390,2014-06-24,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,3.0,house,137.5,9th Avenue Northwest,NA,NA,NA,NA,NA
33,7589200193,2014-11-10,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,2.0,house,178.33333333333334,Northwest 83rd Street,NA,NA,NA,NA,NA
34,7955080270,2014-12-03,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,1.0,house,48.43069529959453,138th Avenue Southeast,NA,NA,NA,NA,NA
35,9547205180,2014-06-13,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,3.0,house,227.45098039215685,17th Avenue Northeast,NA,NA,NA,NA,NA
36,9435300030,2014-05-28,550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,2.0,house,15.782828282828282,Northeast 62nd Court,NA,NA,NA,NA,NA
37,2768000400,2014-12-30,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,2.0,house,106.66666666666667,Northwest 58th Street,NA,NA,NA,NA,NA
38,7895500070,2015-02-13,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,0.0,house,29.721362229102166,42nd Avenue South,NA,NA,NA,NA,NA
39,2078500320,2014-06-20,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,2.0,house,80.10062226929696,120th Place Southeast,NA,NA,NA,NA,NA
40,5547700270,2014-07-15,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,2.0,house,113.22463768115942,234th Place Northeast,NA,NA,NA,NA,NA
41,7766200013,2014-08-11,775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,3.0,house,32.04333085255933,Southwest 174th Street,NA,NA,NA,NA,NA
42,7203220400,2014-07-07,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,3.0,house,152.86220961163326,242nd Way Northeast,NA,NA,NA,NA,NA
43,9270200160,2014-10-28,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,3.0,house,300.43859649122805,West Smith Street,NA,NA,NA,NA,NA
44,1432701230,2014-07-29,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,0.0,house,32.00082850041425,Southeast 172nd Street,NA,NA,NA,NA,NA
45,8035350320,2014-07-18,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,2.0,house,35.874439461883405,270th Place Northeast,NA,NA,NA,NA,NA
46,8945200830,2015-03-25,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,0.0,house,24.682223264540337,Southwest 330th Street,NA,NA,NA,NA,NA
47,4178300310,2014-07-16,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,3.0,house,58.512224209898626,Northeast 8th Street,NA,NA,NA,NA,NA
48,9215400105,2015-04-28,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,1.0,house,75.46536978031192,25th Avenue Northeast,NA,NA,NA,NA,NA
49,822039084,2015-03-11,1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,3.0,house,20.76763325898008,NA,NA,NA,King County,NA,NA
50,5245600105,2014-09-16,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,0.0,house,24.785302750298946,10th Avenue South,NA,NA,NA,NA,NA
51,7231300125,2015-02-17,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,1.0,house,37.77096562294723,Blaine Avenue Northeast,NA,NA,NA,NA,NA
52,7518505990,2014-12-31,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,2.0,house,147.05882352941177,22nd Avenue Northwest,NA,NA,NA,NA,NA
53,3626039271,2015-02-05,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,2.0,apartment,68.42105263157895,9th Avenue Northwest,NA,NA,NA,NA,NA
54,4217401195,2015-03-03,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,3.0,house,153.33333333333334,43rd Avenue Northeast,NA,NA,NA,NA,NA
55,9822700295,2014-05-12,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,3.0,house,177.0,Northeast 43rd Street,NA,NA,NA,NA,NA
56,9478500640,2014-08-19,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,0.0,house,65.07230255839822,Southeast 263rd Street,NA,NA,NA,NA,NA
57,2799800710,2015-04-07,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,0.0,house,63.36842105263158,Southeast 263rd Street,NA,NA,NA,NA,NA
58,7922800400,2014-08-27,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,3.0,house,66.30874355041138,Southeast 26th Street,NA,NA,NA,NA,NA
59,8079040320,2015-02-23,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,1.0,house,43.10344827586207,Ilwaco Avenue Northeast,NA,NA,NA,NA,NA
60,1516000055,2014-12-10,650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,3.0,house,30.609842241582292,Southwest 189th Place,NA,NA,NA,NA,NA
61,9558200045,2014-08-28,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,0.0,house,34.404761904761905,1st Avenue South,NA,NA,NA,NA,NA
62,5072410070,2014-10-21,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,2.0,house,58.11277330264672,6th Place Southwest,NA,NA,NA,NA,NA
63,9528102996,2014-12-07,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,2.0,house,525.8620689655172,8th Avenue Northeast,NA,NA,NA,NA,NA
64,1189001180,2014-06-03,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,1.0,house,70.83333333333333,27th Avenue,NA,NA,NA,NA,NA
65,3253500160,2014-11-20,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,0.0,house,83.38802835389866,22nd Avenue South,NA,NA,NA,NA,NA
66,3394100030,2014-09-09,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,3.0,house,88.24327993483573,111th Avenue Southeast,NA,NA,NA,NA,NA
67,3717000160,2014-10-09,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,0.0,house,61.74698795180723,South 295th Court,NA,NA,NA,NA,NA
68,1274500060,2014-08-25,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,0.0,house,16.901408450704224,Southeast 267th Place,NA,NA,NA,NA,NA
69,1802000060,2014-06-12,1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,3.0,house,65.73072725468796,94th Avenue Northeast,NA,NA,NA,NA,NA
70,1525059190,2014-09-12,1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,3.0,house,20.760969377570166,Northeast 50th Street,NA,NA,NA,NA,NA
71,1049000060,2015-01-05,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,1.0,house,57.91161796151105,Northeast 149th Place,NA,NA,NA,NA,NA
72,8820901275,2014-06-10,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,2.0,house,73.13949020110158,38th Avenue Northeast,NA,NA,NA,NA,NA
73,5416510140,2014-07-10,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,1.0,house,72.0,Southeast 269th Street,NA,NA,NA,NA,NA
74,3444100400,2015-03-16,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,1.0,house,6.906924736290051,201st Avenue Southeast,NA,NA,NA,NA,NA
75,3276920270,2014-11-05,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,3.0,house,23.716597344880633,263rd Place Southeast,NA,NA,NA,NA,NA
76,4036801170,2014-10-13,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,1.0,house,52.054794520547944,Southeast 7th Street,NA,NA,NA,NA,NA
77,2391600320,2015-04-20,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,2.0,house,94.86166007905139,48th Avenue Southwest,NA,NA,NA,NA,NA
78,6300000287,2014-06-09,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,1.0,house,81.02766798418972,Interlake Avenue North,NA,NA,NA,NA,NA
79,1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,3.0,house,18.143789532041428,Black Bear Trail,NA,NA,NA,NA,NA
80,5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,1.0,house,76.47058823529412,Maple Ridge Way Southeast,NA,NA,NA,NA,NA
81,7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,1.0,house,61.130922058074376,233rd Avenue Southeast,NA,NA,NA,NA,NA
82,9418400240,2014-10-28,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,1.0,apartment,52.82738095238095,32nd Avenue South,NA,NA,NA,NA,NA
83,1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,1.0,house,40.86317722681359,143rd Avenue Southeast,NA,NA,NA,NA,NA
84,1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,0.0,house,47.482665058788065,Northeast 135th Street,NA,NA,NA,NA,NA
85,4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,3.0,house,261.1111111111111,6th Avenue West,NA,NA,NA,NA,NA
86,2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,0.0,house,36.30952380952381,Fir Street Southeast,NA,NA,NA,NA,NA
87,3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,2.0,house,73.43102899012425,Meadow Avenue North,NA,NA,NA,NA,NA
88,1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,0.0,apartment,105.3921568627451,Kennewick Place Northeast,NA,NA,NA,NA,NA
89,3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,1.0,apartment,314.25891181988743,California Avenue Southwest,NA,NA,NA,NA,NA
90,2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,0.0,house,32.89207078211536,Southwest 349th Place,NA,NA,NA,NA,NA
91,5036300431,2015-03-11,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,3.0,house,173.12765622540533,West Bertona Street,NA,NA,NA,NA,NA
92,4168000060,2015-02-26,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,0.0,house,14.571428571428571,12th Avenue Southwest,NA,NA,NA,NA,NA
93,6021501535,2014-07-25,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,1.0,house,86.0,Jones Avenue Northwest,NA,NA,NA,NA,NA
94,6021501535,2014-12-23,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,3.0,house,140.0,Jones Avenue Northwest,NA,NA,NA,NA,NA
95,1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,3.0,house,88.29268292682927,64th Avenue Southeast,NA,NA,NA,NA,NA
96,3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,0.0,house,15.783432179070212,South 272nd Street,NA,NA,NA,NA,NA
97,1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,0.0,house,31.09375,36th Avenue Southwest,NA,NA,NA,NA,NA
98,722079104,2014-07-11,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,0.0,house,7.511961722488039,290th Avenue Southeast,NA,NA,NA,NA,NA
99,7338200240,2014-05-16,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,1.0,house,11.873422531006595,470th Avenue Southeast,NA,NA,NA,NA,NA
100,1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,3.0,house,64.25723132693905,Boyer Avenue East,NA,NA,NA,NA,NA
101,5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,2.0,house,159.5744680851064,12th Avenue Northwest,NA,NA,NA,NA,NA
102,7214720075,2014-12-12,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,3.0,house,6.505534746684264,194th Avenue Northeast,NA,NA,NA,NA,NA
103,2450000295,2014-10-07,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,3.0,house,134.10575619376309,108th Avenue Southeast,NA,NA,NA,NA,NA
104,6197800045,2014-09-24,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,0.0,house,8.549780359090775,118th Avenue Southeast,NA,NA,NA,NA,NA
105,1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,1.0,house,37.481259370314845,Southeast 177th Place,NA,NA,NA,NA,NA
106,546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,2.0,house,114.85642946317104,18th Avenue Northwest,NA,NA,NA,NA,NA
107,3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,0.0,apartment,75.61171279582832,9th Place South,NA,NA,NA,NA,NA
108,1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,3.0,house,24.253664800085602,Northeast 143rd Place,NA,NA,NA,NA,NA
109,3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,2.0,house,38.08134824177605,173rd Court Northeast,NA,NA,NA,NA,NA
110,9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,2.0,house,62.11034912718205,Northwest Honeywood Court,NA,NA,NA,NA,NA
111,3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,2.0,house,171.27403846153845,North 74th Street,NA,NA,NA,NA,NA
112,2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,0.0,house,21.626984126984127,233rd Court Southeast,NA,NA,NA,NA,NA
113,6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,1.0,house,55.27726587368068,Chief Sealth Trail,NA,NA,NA,NA,NA
114,8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,2.0,house,29.682765444313894,R Street Northwest,NA,NA,NA,NA,NA
115,3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,3.0,house,116.61417322834646,Northwest 95th Street,NA,NA,NA,NA,NA
116,3362400431,2014-06-26,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,2.0,house,470.508166969147,North 74th Street,NA,NA,NA,NA,NA
117,4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,0.0,apartment,30.298672566371682,69th Place South,NA,NA,NA,NA,NA
118,3454800060,2015-01-08,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,0.0,house,17.895833333333332,Military Road South,NA,NA,NA,NA,NA
119,1695900060,2015-05-11,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,2.0,house,179.40979208584844,30th Avenue South,NA,NA,NA,NA,NA
120,7278700070,2015-01-02,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,3.0,house,101.94624652455978,Northwest 197th Street,NA,NA,NA,NA,NA
121,6675500070,2014-11-19,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,1.0,house,42.8712220762155,Northeast 142nd Street,NA,NA,NA,NA,NA
122,3626039187,2015-04-06,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,1.0,apartment,65.83333333333333,Northwest 97th Street,NA,NA,NA,NA,NA
123,3524049083,2014-11-04,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,1.0,house,101.13636363636364,Seward Park Avenue South,NA,NA,NA,NA,NA
